,0,1,2,3,4,5,6,7,8
52,1.0420189e-12,1.2783803e-15,0.9999999,9.872109e-10,7.1595856e-08,8.367999e-14,9.323067e-09,3.1023728e-16,9.481042e-11
53,6.8920423e-13,7.9292316e-16,1.0,7.1138556e-10,5.713261e-08,5.4413515e-14,7.0203137e-09,1.8464511e-16,6.47626e-11
54,5.01523e-13,5.4929626e-16,1.0,5.528633e-10,4.8047756e-08,3.9089483e-14,5.644478e-09,1.2389489e-16,4.8288852e-11
55,3.9878043e-13,4.2158122e-16,1.0,4.6091805e-10,4.2412914e-08,3.0797542e-14,4.822778e-09,9.291944e-17,3.90686e-11
56,3.4115546e-13,3.518763e-16,1.0,4.0716316e-10,3.8957488e-08,2.61752e-14,4.330811e-09,7.6349525e-17,3.3828083e-11
57,3.0909192e-13,3.129772e-16,1.0,3.7629727e-10,3.690511e-08,2.3579764e-14,4.0379606e-09,6.725291e-17,3.0932226e-11
58,0.002165734,0.00016329766,0.0018196657,0.0062223603,0.011730318,0.009312669,0.9667634,0.00059736933,0.0012252075
59,2.5698018e-08,1.7342515e-11,7.582988e-09,2.3082121e-07,3.9222978e-06,1.0641304e-06,0.99999475,3.622374e-10,3.953748e-09
60,2.4545606e-08,1.6164787e-11,7.2118747e-09,2.212343e-07,3.7910213e-06,1.0209849e-06,0.999995,3.4057113e-10,3.7564734e-09
61,2.442558e-08,1.6043552e-11,7.172887e-09,2.2021506e-07,3.778338e-06,1.0163044e-06,0.999995,3.3832515e-10,3.7349617e-09
62,2.440481e-08,1.602245e-11,7.1660495e-09,2.2003788e-07,3.7761838e-06,1.0154819e-06,0.999995,3.379343e-10,3.7312162e-09
63,2.440076e-08,1.6018296e-11,7.16471e-09,2.2000326e-07,3.7757661e-06,1.0153202e-06,0.999995,3.378576e-10,3.7304835e-09
64,2.4399878e-08,1.6017378e-11,7.16441e-09,2.1999548e-07,3.7756724e-06,1.0152853e-06,0.999995,3.3784087e-10,3.7303267e-09
65,2.4399737e-08,1.6017226e-11,7.164355e-09,2.1999443e-07,3.7756618e-06,1.0152795e-06,0.999995,3.3783829e-10,3.7302983e-09
66,2.4399691e-08,1.6017165e-11,7.1643416e-09,2.1999381e-07,3.7756545e-06,1.0152756e-06,0.999995,3.3783698e-10,3.730284e-09
67,2.4399691e-08,1.6017165e-11,7.164355e-09,2.1999381e-07,3.7756508e-06,1.0152766e-06,0.999995,3.3783698e-10,3.730284e-09
68,2.4399691e-08,1.6017165e-11,7.1643416e-09,2.1999381e-07,3.7756545e-06,1.0152756e-06,0.999995,3.3783698e-10,3.730284e-09
69,2.4399691e-08,1.6017165e-11,7.1643416e-09,2.1999381e-07,3.7756545e-06,1.0152756e-06,0.999995,3.3783698e-10,3.730284e-09
70,2.4399691e-08,1.6017165e-11,7.1643416e-09,2.1999381e-07,3.7756545e-06,1.0152756e-06,0.999995,3.3783698e-10,3.730284e-09
71,1.2571079e-06,4.2408033e-09,5.198469e-07,7.667252e-06,5.9393864e-05,2.4511632e-05,0.9999063,4.9040185e-08,3.081639e-07
72,2.4626592e-08,1.6242485e-11,7.2383473e-09,2.2192826e-07,3.8018104e-06,1.0236388e-06,0.999995,3.419947e-10,3.7709524e-09
73,2.4426699e-08,1.6044653e-11,7.173448e-09,2.2022891e-07,3.7784964e-06,1.0163461e-06,0.999995,3.383445e-10,3.735325e-09
74,2.4405043e-08,1.6022695e-11,7.166159e-09,2.2004039e-07,3.7762127e-06,1.0154926e-06,0.999995,3.3793882e-10,3.731273e-09
75,2.4400855e-08,1.6018357e-11,7.1647515e-09,2.2000367e-07,3.7757734e-06,1.015323e-06,0.999995,3.378589e-10,3.7304977e-09
76,2.4399924e-08,1.601744e-11,7.164437e-09,2.1999612e-07,3.7756797e-06,1.0152863e-06,0.999995,3.3784214e-10,3.730334e-09
77,6.7316064e-06,1.8012545e-09,1.4362437e-06,1.6800688e-05,0.99965894,0.00018602991,1.0008088e-05,6.674518e-07,0.00011942007
78,5.0983413e-08,4.19766e-13,4.732627e-09,1.551061e-07,0.99999404,3.4560956e-06,1.2462317e-07,1.2290325e-09,2.3044925e-06
79,4.691737e-08,3.617741e-13,4.3408095e-09,1.4448592e-07,0.9999944,3.184984e-06,1.1806967e-07,1.084684e-09,2.1655812e-06
80,4.6681716e-08,3.582843e-13,4.328482e-09,1.439461e-07,0.9999944,3.1644745e-06,1.17959935e-07,1.0738808e-09,2.1572434e-06
81,4.662637e-08,3.5750065e-13,4.3255852e-09,1.4381752e-07,0.9999944,3.1600746e-06,1.1791371e-07,1.0715258e-09,2.1553926e-06
82,4.6611873e-08,3.5729956e-13,4.324777e-09,1.4378337e-07,0.9999944,3.1589839e-06,1.1789797e-07,1.0709393e-09,2.154922e-06
83,4.660823e-08,3.5725118e-13,4.324579e-09,1.4377473e-07,0.9999944,3.1587217e-06,1.17893805e-07,1.0707943e-09,2.1548049e-06
84,4.660734e-08,3.572389e-13,4.324546e-09,1.4377295e-07,0.9999944,3.1586585e-06,1.17892796e-07,1.0707637e-09,2.1547842e-06
85,4.6607163e-08,3.5723619e-13,4.324546e-09,1.4377254e-07,0.9999944,3.1586465e-06,1.1789268e-07,1.0707515e-09,2.154776e-06
86,4.6607074e-08,3.5723548e-13,4.3245296e-09,1.437724e-07,0.9999944,3.1586403e-06,1.17892455e-07,1.0707515e-09,2.154776e-06
87,9.3789946e-05,1.515588e-07,3.2037194e-06,0.0016622604,2.4380739e-05,0.0052854493,0.0009486638,2.5951997e-05,0.9919561
88,3.715114e-12,1.9261564e-19,6.382211e-16,9.035619e-09,1.788968e-13,4.2157973e-07,1.7082472e-09,1.6386209e-13,0.9999995
89,3.4094867e-12,1.6869337e-19,5.7174e-16,8.518445e-09,1.6219079e-13,4.0243617e-07,1.6064956e-09,1.4902637e-13,0.99999964
90,3.4040609e-12,1.6828779e-19,5.705286e-16,8.509351e-09,1.6185919e-13,4.0206558e-07,1.6049795e-09,1.4873928e-13,0.99999964
91,3.4037363e-12,1.682634e-19,5.704546e-16,8.508799e-09,1.618382e-13,4.020426e-07,1.6048999e-09,1.4872141e-13,0.99999964
92,3.4037103e-12,1.6826147e-19,5.704481e-16,8.50875e-09,1.6183635e-13,4.0204105e-07,1.6048908e-09,1.4871942e-13,0.99999964
93,3.4036845e-12,1.682602e-19,5.704416e-16,8.508718e-09,1.6183542e-13,4.0203952e-07,1.6048847e-09,1.4871858e-13,0.99999964
94,3.403691e-12,1.682602e-19,5.704416e-16,8.508718e-09,1.6183542e-13,4.0203952e-07,1.6048847e-09,1.4871858e-13,0.99999964
95,3.4036845e-12,1.682602e-19,5.704416e-16,8.508718e-09,1.6183542e-13,4.0203912e-07,1.6048847e-09,1.4871858e-13,0.99999964
96,3.4036845e-12,1.682602e-19,5.704416e-16,8.508718e-09,1.6183542e-13,4.0203912e-07,1.6048847e-09,1.4871858e-13,0.99999964
97,1.2298465e-11,1.5052112e-18,2.8909014e-15,2.3456952e-08,5.129822e-13,7.8363513e-07,6.136386e-09,5.2329246e-13,0.99999917
98,1.2013159e-11,1.4611062e-18,2.792003e-15,2.319955e-08,4.929962e-13,7.725043e-07,6.141819e-09,5.0599623e-13,0.99999917
99,1.1856207e-11,1.4307703e-18,2.7449238e-15,2.2983649e-08,4.860247e-13,7.6701616e-07,6.0783405e-09,4.988351e-13,0.99999917
100,1.18522275e-11,1.4299627e-18,2.7437722e-15,2.2977689e-08,4.8587084e-13,7.6687866e-07,6.0763234e-09,4.986667e-13,0.99999917
101,1.1852793e-11,1.4300718e-18,2.7439397e-15,2.2978478e-08,4.8589675e-13,7.668991e-07,6.0765553e-09,4.986924e-13,0.99999917
102,1.1852816e-11,1.4300827e-18,2.74395e-15,2.297852e-08,4.8589675e-13,7.668991e-07,6.076567e-09,4.986924e-13,0.99999917
103,1.1852793e-11,1.4300718e-18,2.7439397e-15,2.2978478e-08,4.858949e-13,7.668991e-07,6.0765553e-09,4.986914e-13,0.99999917
104,1.1852793e-11,1.4300718e-18,2.7439397e-15,2.2978478e-08,4.858949e-13,7.668991e-07,6.0765553e-09,4.986914e-13,0.99999917
105,1.18527705e-11,1.4300718e-18,2.7439291e-15,2.2978478e-08,4.8589306e-13,7.668969e-07,6.0765553e-09,4.986905e-13,0.99999917
106,1.18527705e-11,1.4300718e-18,2.7439291e-15,2.2978478e-08,4.8589306e-13,7.668969e-07,6.0765553e-09,4.986905e-13,0.99999917
107,0.000110802306,1.7538076e-07,3.0426556e-05,0.00024746277,0.99702924,0.0014169047,0.00019250468,1.7454697e-05,0.00095499883
108,8.098325e-08,1.0015455e-12,8.63164e-09,2.500719e-07,0.9999902,5.6116432e-06,1.8999934e-07,2.347777e-09,3.5659639e-06
109,8.995828e-08,1.1848557e-12,9.666345e-09,2.7595968e-07,0.9999895,6.0083303e-06,2.1023335e-07,2.662408e-09,3.850821e-06
110,9.3632465e-08,1.2622492e-12,1.0088244e-08,2.8646645e-07,0.9999893,6.1662595e-06,2.189968e-07,2.7869613e-09,3.9621045e-06
111,9.468882e-08,1.2848193e-12,1.0209087e-08,2.8951493e-07,0.99998903,6.210864e-06,2.2157356e-07,2.8226e-09,3.9941347e-06
112,9.494327e-08,1.2902662e-12,1.0237986e-08,2.902586e-07,0.99998903,6.221416e-06,2.2221221e-07,2.8310918e-09,4.0019013e-06
113,9.499055e-08,1.2912732e-12,1.024324e-08,2.9039956e-07,0.99998903,6.223303e-06,2.2233769e-07,2.8326312e-09,4.0033556e-06
114,9.499417e-08,1.291347e-12,1.0243611e-08,2.90412e-07,0.99998903,6.2234158e-06,2.2235041e-07,2.8327232e-09,4.0034774e-06
115,9.499181e-08,1.2912928e-12,1.0243299e-08,2.9040564e-07,0.99998903,6.223309e-06,2.2234617e-07,2.8326366e-09,4.003405e-06
116,9.499e-08,1.2912535e-12,1.0243084e-08,2.9040066e-07,0.99998903,6.2232257e-06,2.2234214e-07,2.8325773e-09,4.0033515e-06
117,7.1062627e-09,2.8867802e-12,1.7347414e-09,6.708524e-08,1.7945827e-06,3.6006298e-07,0.99999774,7.3508755e-11,7.558285e-10
118,3.0879284e-09,8.4547246e-13,7.268767e-10,3.2703436e-08,9.4022107e-07,1.8147546e-07,0.9999988,2.4659223e-11,3.3029565e-10
119,3.1065253e-09,8.52258e-13,7.3061013e-10,3.2858186e-08,9.435464e-07,1.822914e-07,0.9999988,2.4841774e-11,3.3209094e-10
120,3.1085996e-09,8.530874e-13,7.309767e-10,3.2873356e-08,9.440756e-07,1.8238077e-07,0.9999988,2.4863722e-11,3.3221828e-10
121,3.1086589e-09,8.5311673e-13,7.3097534e-10,3.2873416e-08,9.4409813e-07,1.8238303e-07,0.9999988,2.4864576e-11,3.3221131e-10
122,3.1086116e-09,8.530988e-13,7.309642e-10,3.2872915e-08,9.4408733e-07,1.8238043e-07,0.9999988,2.48641e-11,3.322037e-10
123,3.1086056e-09,8.5309716e-13,7.3096e-10,3.287285e-08,9.440864e-07,1.8238025e-07,0.9999988,2.4864007e-11,3.3220243e-10
124,3.1085878e-09,8.5309066e-13,7.309586e-10,3.2872663e-08,9.4408375e-07,1.8237955e-07,0.9999988,2.4863911e-11,3.3220054e-10
125,3.1085938e-09,8.5309066e-13,7.3095724e-10,3.2872663e-08,9.4408284e-07,1.8237938e-07,0.9999988,2.4863864e-11,3.3220116e-10
126,2.4271963e-05,1.6036218e-08,5.9234762e-06,6.016141e-05,0.999014,0.0005183332,3.8210295e-05,3.2602477e-06,0.00033572013
127,4.2189253e-08,3.5011002e-13,3.8739394e-09,1.3394784e-07,0.99999404,3.6046897e-06,1.03374276e-07,1.1061045e-09,2.1315955e-06
128,4.1730356e-08,3.4268535e-13,3.8166013e-09,1.3243515e-07,0.99999404,3.5590635e-06,1.0232633e-07,1.0890744e-09,2.1093933e-06
129,4.1745402e-08,3.4273374e-13,3.816834e-09,1.3247318e-07,0.99999404,3.5578994e-06,1.02399746e-07,1.0889871e-09,2.1094156e-06
130,4.1721442e-08,3.4239788e-13,3.8142796e-09,1.3240383e-07,0.99999404,3.5562032e-06,1.02353276e-07,1.0881441e-09,2.1084722e-06
131,4.1703142e-08,3.4215634e-13,3.8124686e-09,1.3235031e-07,0.99999404,3.5551216e-06,1.023115e-07,1.0875632e-09,2.1077988e-06
132,4.169328e-08,3.4202843e-13,3.8115306e-09,1.3232142e-07,0.99999404,3.554569e-06,1.0228809e-07,1.0872604e-09,2.107441e-06
133,4.1688907e-08,3.419717e-13,3.8111088e-09,1.3230854e-07,0.99999404,3.5543283e-06,1.0227716e-07,1.0871297e-09,2.1072842e-06
134,4.1687077e-08,3.4194755e-13,3.810927e-09,1.3230299e-07,0.99999404,3.55423e-06,1.0227268e-07,1.0870738e-09,2.107214e-06
135,4.1686125e-08,3.4193712e-13,3.810847e-09,1.3230034e-07,0.99999404,3.5541757e-06,1.02270334e-07,1.0870489e-09,2.1071817e-06
136,3.963077e-08,2.5093819e-13,2.7560907e-09,1.10176735e-07,0.99999535,2.961594e-06,1.4330274e-07,7.286593e-10,1.4631007e-06
137,3.6381334e-08,2.1826567e-13,2.5138045e-09,1.0192309e-07,0.9999956,2.7830313e-06,1.3200953e-07,6.564434e-10,1.3775913e-06
138,3.5802543e-08,2.1257774e-13,2.4719022e-09,1.0048025e-07,0.9999957,2.7492392e-06,1.3005393e-07,6.433588e-10,1.3625487e-06
139,3.5653983e-08,2.1111142e-13,2.461021e-09,1.0010933e-07,0.9999957,2.7403105e-06,1.2957025e-07,6.3993333e-10,1.3585977e-06
140,2.0606467e-05,1.2365282e-08,3.9086476e-06,4.3216023e-05,0.99921536,0.00033906527,0.0003123416,1.3554405e-06,6.406978e-05
141,3.7905135e-08,2.3275463e-13,2.6120242e-09,1.0551106e-07,0.99999547,2.8690554e-06,1.387401e-07,6.861644e-10,1.4079739e-06
142,3.6176854e-08,2.1634624e-13,2.4998905e-09,1.0138002e-07,0.9999956,2.7739106e-06,1.3132369e-07,6.519588e-10,1.3718136e-06
143,0.0004260014,1.7779656e-06,7.952806e-05,0.0009292152,0.4184766,0.0045207175,0.57540894,2.6889697e-05,0.00013039708
144,8.217745e-06,2.7778588e-09,1.3640938e-07,0.00026654213,2.129565e-06,0.0014600083,0.00010325046,2.0376242e-06,0.9981577
145,1.756363e-12,5.794701e-20,2.28834e-16,5.428075e-09,7.056258e-14,2.6642164e-07,1.064187e-09,6.6201744e-14,0.99999976
146,1.7056534e-12,5.5783025e-20,2.2055244e-16,5.342412e-09,6.7884487e-14,2.6251237e-07,1.0542451e-09,6.3820734e-14,0.99999976
147,1.705159e-12,5.577409e-20,2.2046075e-16,5.342045e-09,6.784229e-14,2.6247307e-07,1.0545006e-09,6.378617e-14,0.99999976
148,1.7048305e-12,5.575877e-20,2.2040272e-16,5.341393e-09,6.782573e-14,2.6244578e-07,1.054396e-09,6.377072e-14,0.99999976
149,1.7047298e-12,5.575409e-20,2.2038422e-16,5.341169e-09,6.782081e-14,2.6243703e-07,1.0543557e-09,6.376622e-14,0.99999976
150,1.7047168e-12,5.5753666e-20,2.2038171e-16,5.3411586e-09,6.7820295e-14,2.6243677e-07,1.0543537e-09,6.3765616e-14,0.99999976
151,1.7047103e-12,5.5753246e-20,2.2038003e-16,5.341138e-09,6.781978e-14,2.6243578e-07,1.0543497e-09,6.376525e-14,0.99999976
152,1.7047103e-12,5.5753246e-20,2.2038003e-16,5.341138e-09,6.781978e-14,2.6243578e-07,1.0543517e-09,6.376525e-14,0.99999976
153,1.7047103e-12,5.5753246e-20,2.2038086e-16,5.341138e-09,6.782004e-14,2.6243552e-07,1.0543497e-09,6.376525e-14,0.99999976
154,4.5640765e-12,2.7892093e-19,8.3335675e-16,1.0753153e-08,2.0491146e-13,4.644392e-07,2.2095823e-09,1.9696297e-13,0.9999995
155,4.5796596e-12,2.8047014e-19,8.372186e-16,1.0779047e-08,2.0575192e-13,4.6540447e-07,2.2148947e-09,1.9775838e-13,0.9999995
156,4.5803496e-12,2.8054076e-19,8.3739107e-16,1.0780219e-08,2.0579353e-13,4.6545327e-07,2.21511e-09,1.9779648e-13,0.9999995
157,4.5803496e-12,2.8054076e-19,8.373943e-16,1.0780219e-08,2.0579392e-13,4.6545327e-07,2.2151059e-09,1.9779686e-13,0.9999995
158,4.580323e-12,2.8053861e-19,8.373879e-16,1.0780178e-08,2.0579274e-13,4.654524e-07,2.2150974e-09,1.9779572e-13,0.9999995
159,4.580323e-12,2.8053861e-19,8.373879e-16,1.0780178e-08,2.0579274e-13,4.654524e-07,2.2150974e-09,1.9779572e-13,0.9999995
160,4.580323e-12,2.8053861e-19,8.373879e-16,1.0780178e-08,2.0579313e-13,4.654524e-07,2.2150974e-09,1.9779572e-13,0.9999995
161,4.580323e-12,2.8053861e-19,8.373879e-16,1.0780178e-08,2.0579313e-13,4.654524e-07,2.2150974e-09,1.9779572e-13,0.9999995
162,4.580323e-12,2.8053861e-19,8.373879e-16,1.0780178e-08,2.0579274e-13,4.654524e-07,2.2150974e-09,1.9779572e-13,0.9999995
163,4.580323e-12,2.8053861e-19,8.373879e-16,1.0780178e-08,2.0579313e-13,4.654524e-07,2.2150974e-09,1.9779535e-13,0.9999995
164,8.634274e-13,1.8359676e-20,8.884276e-17,3.3204326e-09,3.1440803e-14,1.7621876e-07,6.3986627e-10,2.9482713e-14,0.99999976
165,8.799768e-13,1.8923553e-20,9.1039505e-17,3.3657879e-09,3.2087163e-14,1.7803619e-07,6.496477e-10,3.0100126e-14,0.99999976
166,8.810298e-13,1.8958813e-20,9.118096e-17,3.3685494e-09,3.21285e-14,1.7814929e-07,6.502205e-10,3.0139994e-14,0.99999976
167,8.811155e-13,1.8961561e-20,9.119244e-17,3.3687615e-09,3.213187e-14,1.7815847e-07,6.502614e-10,3.0143328e-14,0.99999976
168,8.811323e-13,1.8962067e-20,9.119418e-17,3.3688001e-09,3.2132544e-14,1.7815984e-07,6.5026884e-10,3.014396e-14,0.99999976
169,8.811323e-13,1.896214e-20,9.119453e-17,3.3688001e-09,3.2132605e-14,1.7816018e-07,6.5026884e-10,3.014402e-14,0.99999976
170,8.811323e-13,1.896214e-20,9.119453e-17,3.3688001e-09,3.2132605e-14,1.7815984e-07,6.5026884e-10,3.014402e-14,0.99999976
171,8.811323e-13,1.896214e-20,9.119453e-17,3.3688001e-09,3.2132605e-14,1.7815984e-07,6.5026884e-10,3.014402e-14,0.99999976
172,8.811323e-13,1.896214e-20,9.1194876e-17,3.3688001e-09,3.2132605e-14,1.7815984e-07,6.5026884e-10,3.014402e-14,0.99999976
173,8.811323e-13,1.896214e-20,9.119453e-17,3.3688001e-09,3.2132605e-14,1.7815984e-07,6.5026884e-10,3.014402e-14,0.99999976
174,4.3893525e-10,4.1168088e-16,3.0525026e-13,2.8352972e-07,2.8499682e-11,5.537001e-06,8.5278295e-08,2.8814626e-11,0.99999404
175,9.874332e-13,2.299203e-20,1.0542332e-16,3.6578722e-09,3.569845e-14,1.9054717e-07,7.2203427e-10,3.3936595e-14,0.99999976
176,9.387407e-13,2.1222013e-20,9.873691e-17,3.529718e-09,3.3773226e-14,1.8536825e-07,6.9442785e-10,3.2104182e-14,0.99999976
177,9.36466e-13,2.1141534e-20,9.842253e-17,3.5237582e-09,3.3679565e-14,1.8511916e-07,6.932183e-10,3.201576e-14,0.99999976
178,9.362659e-13,2.113452e-20,9.839437e-17,3.5232475e-09,3.3670956e-14,1.8509692e-07,6.931192e-10,3.200776e-14,0.99999976
179,9.362356e-13,2.1133633e-20,9.839024e-17,3.5231669e-09,3.366967e-14,1.8509303e-07,6.931033e-10,3.20066e-14,0.99999976
180,9.362303e-13,2.1133471e-20,9.8389494e-17,3.52316e-09,3.3669417e-14,1.8509286e-07,6.9310196e-10,3.2006356e-14,0.99999976
181,9.362285e-13,2.113331e-20,9.8389494e-17,3.5231533e-09,3.3669417e-14,1.8509233e-07,6.9310063e-10,3.2006356e-14,0.99999976
182,9.362285e-13,2.113331e-20,9.8389494e-17,3.5231533e-09,3.3669417e-14,1.8509233e-07,6.9310063e-10,3.2006356e-14,0.99999976
183,0.098631665,0.04818944,0.07247376,0.15100265,0.0986013,0.15042566,0.12850046,0.10976416,0.14241086
